Current_Word,Next_Word,Levenshtein_distance
Graham,Cluley,6
Cluley,Sophos,6
Sophos,Mr,6
Mr,Cluley,6
Cluley,Virus,6
Virus,Web,5
Web,Lycos,5
Lycos,Europe,5
Europe,Anti-Phishing,13
Anti-Phishing,Working,10
Working,Mr,6
Mr,Hogan,5
Hogan,Netsky,6
Netsky,Bagle,6
Bagle,MyDoom,6
MyDoom,Mr,5
Mr,Hogan,5
Hogan,PCs,5
PCs,September,9
September,Symantec,7
Symantec,Thanks,6
Thanks,Anti-spam,8
Anti-spam,Part,9
Part,Netsky,6
Netsky,Mr,6
Mr,Hogan,5
Hogan,Gaobot,5
Gaobot,Spybot,3
Spybot,Randex,6
Randex,Spybot,6
Spybot,Mr,6
Mr,Hogan,5
Hogan,June,5
June,Cabir,5
Cabir,Bluetooth,9
Bluetooth,Also,7
Also,Mosquito,6
Mosquito,Symbian,7
Symbian,November,7
November,Skulls,8
Skulls,Trojan,6
Trojan,Finnish,7
Finnish,F-Secure,7
F-Secure,One,7
One,German,6
German,Sven,5
Sven,Jaschen,5
Jaschen,Netsky,7
Netsky,Sasser,5
Sasser,Also,5
Also,Carderplanet,11
Carderplanet,Shadowcrew,10
Apple,Apple,0
Apple,Macintosh,9
Macintosh,Mac,6
Mac,Chief,5
Chief,Steve,5
Steve,Jobs,5
Jobs,MacWorld,7
MacWorld,San,7
San,Francisco,7
Francisco,Macintosh,7
Macintosh,UK,9
UK,Jobs,4
Jobs,Mac,4
Mac,Apple,5
Apple,Mr,5
Mr,Jobs,4
Jobs,Mac,4
Mac,January,6
January,Jobs,6
Jobs,Windows,5
Windows,PC,7
PC,Mr,2
Mr,Jobs,4
Jobs,Mac,4
Mac,January,6
January,Apple,7
Apple,Ian,5
Ian,Harris,5
Harris,UK,6
UK,Mac,3
Mac,Format,5
Format,PC-owning,8
PC-owning,Mac,9
Mac,Harris,5
Harris,Apple,6
Apple,Dell,4
Dell,Apple,4
Apple,Mac,5
Mac,PC,3
PC,Uk,2
Uk,Tuesday,7
Tuesday,Mr,7
Mr,Jobs,4
Jobs,Mr,4
Mr,Jobs,4
Jobs,MacWorld,7
Games,US,5
US,Sims,4
Sims,Ravi,4
Ravi,Purushotma,10
Purushotma,Sims,9
Sims,Mr,4
Mr,Purushotma,9
Purushotma,Ravi,10
Ravi,Purushotma,10
Purushotma,Sims,9
Sims,Mr,4
Mr,Purushotma,9
Purushotma,Boring,9
Boring,Mr,5
Mr,Purushotma,9
Purushotma,Sims,9
Sims,Sims,0
Sims,Instead,7
Instead,Sim,7
Sim,Mr,3
Mr,Purushotma,9
Purushotma,Sims,9
Sims,German,5
German,Sim,5
Sim,One,3
One,Sims,4
Sims,Mr,4
Mr,Purushotma,9
Purushotma,However,10
However,Sims,7
Sims,Although,8
Although,Mr,8
Mr,Purushotma,9
Purushotma,Getting,10
Getting,But,6
But,Sims,4
Sims,German,5
German,BBC,6
BBC,News,4
News,Japanese,7
Japanese,Spanish,4
Spanish,Earlier,6
Earlier,Civilisation,10
Civilisation,III,12
III,Mr,3
Mr,Purushotmas,10
Purushotmas,Language,11
Language,Learning,6
Learning,Technology,7
Broadband,UK,9
UK,One,3
One,UK,3
UK,BT,2
BT,Including,9
Including,Ben,8
Ben,Verwaayen,7
Verwaayen,BTs,9
BTs,BT,1
BT,BT,0
BT,Part,4
Part,BT,4
BT,ADSL,4
ADSL,UKs,4
UKs,Asymmetric,10
Asymmetric,Digital,9
Digital,Subscriber,9
Subscriber,Line,8
Line,According,7
According,BT,9
BT,UK,2
UK,UK,0
Set,Television,9
Television,TV,9
TV,Europe,6
Europe,TV,6
TV,US,2
US,Japan,5
Japan,HDTV,5
HDTV,Jo,4
Jo,Flaherty,8
Flaherty,CBS,8
CBS,US,2
US,British,7
British,TV,7
TV,HDTV,2
HDTV,TV,2
TV,HDTV,2
HDTV,Viewers,7
Viewers,Japan,7
Japan,US,5
US,Australia,9
Australia,Canada,7
Canada,South,6
South,Korea,4
Korea,TV,5
TV,TV,0
TV,Europe,6
Europe,Many,6
Many,European,7
European,TV,8
TV,Athens,6
Athens,Olympics,7
Olympics,According,8
According,Strategy,8
Strategy,Analytics,8
Analytics,Europe,9
Europe,TVs,6
TVs,HDTV,3
HDTV,US,4
US,Japan,5
Japan,European,5
European,Big,8
Big,World,5
World,Cup,5
Cup,Germany,7
Germany,UK,7
UK,BSkyB,5
BSkyB,HDTV,5
HDTV,HDTV,0
HDTV,Europe,6
Europe,Euro1080,4
Euro1080,European,4
European,France,7
France,Germany,5
Germany,Britain,6
Britain,HDTV,7
HDTV,Ofcom,5
Ofcom,UK,5
UK,TV,2
TV,BBC,3
BBC,HDTV,4
HDTV,BBC,4
BBC,HDTV,4
HDTV,Andy,4
Andy,Quested,7
Quested,BBCs,6
BBCs,One,4
One,BBC,3
BBC,HDTV,4
HDTV,PCs,4
PCs,According,9
According,Mr,8
Mr,Quested,7
Quested,Europe,5
Europe,HDTV,6
HDTV,Europeans,9
Europeans,TV,9
IBM,Computer,8
Computer,IBM,8
IBM,IBM,0
IBM,Traditional,11
Traditional,IBMs,11
IBMs,IBM,1
IBM,US,3
US,New,3
New,York,4
York,Times,5
Times,IBM,5
IBM,US,3
US,IBM,3
IBM,US,3
US,Dr,2
Dr,John,4
John,E,4
E,Kelly,5
Kelly,IBM,5
IBM,Technology,10
Technology,Intellectual,11
Intellectual,Property,10
Property,IBM,8
IBM,IBM,0
IBM,Linux,5
Linux,Microsoft,8
Microsoft,Adam,9
Adam,Jollans,6
Jollans,IBMs,6
IBMs,Linux,5
Linux,Mr,5
Mr,Jollans,7
Jollans,Stuart,6
Stuart,Cohen,6
Cohen,US,5
US,Open,4
Open,Source,6
Source,Development,10
Development,Labs,11
Labs,Florian,7
Florian,Mueller,7
Mueller,European,6
European,Uniondismissed,13
Uniondismissed,IBMs,13
IBMs,Mr,3
Mr,Mueller,5
Mueller,Were,5
Were,IBMs,4
IBMs,IBM,1
IBM,Open,4
Open,End,4
End,IBM,3
Mobile,BBC,6
BBC,News,4
News,Snake,5
Snake,Even,5
Even,Nokias,6
Nokias,N-Gage,5
N-Gage,GameBoy,6
GameBoy,Life,6
Life,Wireless,6
Wireless,Gaming,8
Gaming,Review,5
Review,UK,6
UK,PC,2
PC,Space,5
Space,Invaders,6
Invaders,Lunar,6
Lunar,Lander,3
Lander,Bejewelled,9
Bejewelled,Colin,9
Colin,McRae,5
McRae,Rally,5
Rally,PCs,5
PCs,Rarely,6
Rarely,Increasingly,8
Increasingly,Wap,11
Wap,Far,2
Far,Almost,6
Almost,Java,6
Java,Many,3
Many,Usually,5
Usually,Bluetooth,8
Bluetooth,FAST,9
FAST,FURIOUS,6
FURIOUS,BRIDGES,5
BRIDGES,Im,6
Im,Winning,7
Winning,Graphically,10
Graphically,FATAL,11
FATAL,FORCE,4
FORCE,Earth,5
Earth,Graphics,7
Graphics,Fatal,7
Fatal,Force,4
Force,Weapons,7
Weapons,Matrix-style,11
Matrix-style,Bluetooth,11
Bluetooth,Online,9
Savvy,Internet,8
Internet,US,8
US,Pew,3
Pew,Research,7
Research,Center,6
Center,Google,6
Google,Ask,6
Ask,Jeeves,6
Jeeves,MSN,6
MSN,Yahoo,5
Yahoo,Almost,5
Almost,According,7
According,Pew,9
Pew,Search,5
Search,According,8
According,Pew,9
Pew,Research,7
Research,Tony,8
Tony,Macklin,7
Macklin,Ask,6
Ask,Jeeves,6
Jeeves,Despite,6
Despite,Alongside,7
Alongside,Said,7
Said,Pew,4
Pew,Commenting,9
Commenting,Mr,10
Mr,Macklin,6
Sporting,ESPN,8
ESPN,EA,3
EA,Sports,6
Sports,Years,4
Years,Sports,4
Sports,ESPN,6
ESPN,ESPN,0
ESPN,EA,3
EA,TV,2
TV,ESPN,4
ESPN,Sega,4
Sega,EA,4
EA,Many,4
Many,ESPN,4
ESPN,EA,3
EA,America&#191;s,14
America&#191;s,National,13
National,Football,7
Football,League,8
League,So,6
So,Sega,3
Sega,ESPN,4
ESPN,Online,6
Online,FIFA,6
FIFA,Pro,4
Pro,Evolution,8
Evolution,Soccer,8
Soccer,ESPN,6
ESPN,EA,3
EA,Taking,6
Taking,Sega,6
Sega,ESPN,4
ESPN,EAs,3
EAs,NBA,3
NBA,Live,4
Live,ESPNs,5
ESPNs,NHL,5
NHL,ESPN,4
ESPN,Perhaps,7
Perhaps,ESPN,7
ESPN,EAs,3
EAs,EAs,0
EAs,EA,1
EA,ESPN,3
ESPN,ESPN,0
ESPN,TV,4
TV,EAs,3
Hotspot,People,6
People,Wireless,6
Wireless,Broadreach,9
Broadreach,Skype,9
Skype,UK,5
UK,Users,4
Users,Skype,5
Skype,Skype,0
Skype,PC-based,7
PC-based,Skype,7
Skype,Users,5
Users,Skype,5
Skype,Skype,0
Skype,In,5
In,London-based,11
London-based,Connectotel,9
Connectotel,SMS,11
SMS,Skype,4
Skype,Broadreach,9
Broadreach,Networks,9
Networks,Virgin,8
Virgin,Megastores,10
Megastores,Travelodge,9
Travelodge,Londons,9
Londons,Virgin,6
Virgin,Trains,4
Trains,Skype,6
Skype,Broadreach,9
Broadreach,Magnus,9
Magnus,McEwen-King,9
Concerns,Windows,6
Windows,ATMs,6
ATMs,Cash,4
Cash,Windows,7
Windows,Already,7
Already,Windows,7
Windows,Microsoft,7
Microsoft,IBM,9
IBM,OS/2,4
OS/2,IBM,4
IBM,OS/2,4
OS/2,Windows,7
Windows,Dominic,7
Dominic,Hirsch,6
Hirsch,Retail,6
Retail,Banking,6
Banking,Research,8
Research,Europay,8
Europay,Mastercard,9
Mastercard,Visa,8
Visa,US,4
US,Todd,4
Todd,Thiemann,7
Thiemann,Trend,5
Trend,Micro,5
Micro,Windows,5
Windows,Mr,7
Mr,Thiemann,8
Thiemann,TowerGroup,8
TowerGroup,Windows,9
Windows,Already,7
Already,January,5
January,Slammer,6
Slammer,Bank,6
Bank,America,7
America,Canadian,7
Canadian,Imperial,6
Imperial,Bank,8
Bank,Commerce,8
Commerce,August,8
August,Welchia,7
Welchia,Incidents,9
Incidents,Mr,9
Mr,Thiemann,8
Thiemann,Windows,7
Windows,Mr,7
Mr,Thiemann,8
Thiemann,BBC,8
BBC,News,4
News,Online,6
Online,Mr,6
Mr,Hirsch,5
Hirsch,Retail,6
Retail,Banking,6
Banking,Research,8
Research,Currently,8
Currently,ATMs,9
ATMs,Windows,6
Windows,OS/2,7
OS/2,ATMs,4
ATMs,Banks,4
Banks,Association,10
Association,Payment,10
Payment,Clearing,7
Clearing,Services,7
Services,UKs,7
UKs,UK,1
UK,Risks,5
Risks,UK,5
UK,ATMs,4
ATMs,US,4
BT,BT,0
BT,December,8
December,Christmas,9
Christmas,UK,9
UK,Users,4
Users,BTs,4
BTs,BT,1
BT,Communicator,12
Communicator,PC,12
PC,BT,2
BT,People,6
People,BT,6
BT,Together,8
Together,BT,8
BT,BT,0
BT,Communicator,12
Communicator,PC,12
PC,Andrew,6
Andrew,Burke,5
Burke,BT,4
BT,Retail,6
Retail,BT,6
BT,Ian,3
Ian,Fogg,4
Fogg,Jupiter,7
Jupiter,Research,8
Research,Communicator,11
Communicator,BT,12
BT,BT,0
BT,Reports,7
Reports,BT,7
BT,BT,0
But,Nick,4
Nick,Donofrio,8
Donofrio,IBM,8
IBM,Century,7
Century,Mr,6
Mr,Donofrio,7
Donofrio,BBC,8
BBC,News,4
News,Royal,5
Royal,Academy,7
Academy,Engineering,10
Engineering,Hinton,8
Hinton,Lecture,6
Lecture,Mr,6
Mr,Donofrio,7
Donofrio,Industry,8
Industry,Weeks,7
Weeks,Technology,9
Technology,Leader,9
Leader,Year,3
Year,Nanotechnologies,15
Nanotechnologies,Mr,16
Mr,Donofrio,7
Donofrio,Pervasive,8
Pervasive,People,6
People,Mr,6
Mr,Donofrio,7
Donofrio,Natural,7
Natural,Ultimately,7
Ultimately,Mr,10
Mr,Donofrio,7
Donofrio,Mr,7
Mr,Donofrio,7
Donofrio,Behind,8
Behind,Mr,6
Mr,Donofrio,7
Donofrio,Deep,7
Deep,IBM,4
IBM,SET,3
SET,Eventually,10
Eventually,UK,10
UK,DTI-funded,10
DTI-funded,SET,10
SET,IBM,3
IBM,Mr,3
Mr,Donofrio,7
Donofrio,Mr,7
Mr,Donofrio,7
Attack,Bush,6
Bush,President,8
President,George,7
George,W,6
W,Bush,4
Bush,Monday,6
Monday,US,6
US,Many,4
Many,Scott,5
Scott,Stanzel,6
Stanzel,Bush-Cheney,10
Bush-Cheney,October,10
October,PCs,7
PCs,Bush-Cheney,10
Bush-Cheney,Akamai,11
Akamai,Akamai,0
Akamai,EdgeScape,8
EdgeScape,Typically,8
Typically,Geographic,9
Geographic,Readers,8
Readers,Boingboing,10
Boingboing,George,9
George,W,6
W,Bush,4
Bush,Ironically,10
Ironically,Bush-Cheney,10
Bush-Cheney,US,11
US,US,0
US,Canada,6
Canada,Netcraft,7
Netcraft,Netcraft,0
Netcraft,October,7
October,London,7
London,Amsterdam,8
Amsterdam,Sydney,8
Sydney,Netcrafts,9
Netcrafts,US,9
US,Data,4
Data,Netcraft,6
Netcraft,Mike,8
Mike,Prettejohn,9
Prettejohn,Netcraft,8
Netcraft,November,7
November,Managing,8
Managing,However,8
However,Americans,9
Americans,American,1
American,US,8
US,Akamai,6
DVD,DVDs,1
DVDs,Macrovision,10
Macrovision,DVD,11
DVD,Macrovision,11
Macrovision,RipGuard,11
RipGuard,DVD,8
DVD,DVDs,1
DVDs,DVD,1
DVD,Macrovision,11
Macrovision,DVD,11
DVD,RipGuard,8
RipGuard,Hollywood,8
Hollywood,DVD,9
DVD,DVD,0
DVD,DVD,0
DVD,RipGuard,8
RipGuard,DVD,8
DVD,Steve,5
Steve,Weinstein,7
Weinstein,Macrovisions,10
Macrovisions,Entertainment,10
Entertainment,Technologies,12
Technologies,Group,11
Group,Macrovision,9
Macrovision,RipGuard,11
RipGuard,DeCSS,8
DeCSS,Content,7
Content,Scrambling,9
Scrambling,System,9
System,DVDs,6
DVDs,DVDs,0
DVDs,DVD,1
DVD,Macrovision,11
Macrovision,RipGuard,11
RipGuard,DVD,8
DVD,RipGuard,8
RipGuard,DVDs,8
DVDs,Macrovision,10
Macrovision,Rip,10
Rip,Guard,5
Half-Life,Bafta,7
Bafta,PC,5
PC,Half-Life,9
Half-Life,Bafta,7
Bafta,Awards,5
Awards,Valve,5
Valve,Baftas,5
Baftas,PC,6
PC,Burnout,7
Burnout,PlayStation,10
PlayStation,Grant,9
Grant,Dean,3
Dean,Bafta,5
Bafta,London,6
London,Tuesday:,7
Tuesday:,Halo,7
Halo,Xbox,4
Xbox,Prince,6
Prince,Persia:,5
Persia:,Warrior,5
Warrior,Within,5
Within,GameCube,8
GameCube,Konamis,8
Konamis,Pro,7
Pro,Evolution,8
Evolution,Soccer,8
Soccer,Bafta,6
Bafta,PlayStation,8
PlayStation,Singstar,9
Singstar,GameCube,8
GameCube,Donkey,8
Donkey,Konga,4
Konga,Handheld,7
Handheld,Award,7
Award,Colin,5
Colin,McRae,5
McRae,Rally,5
Rally,Blue,4
Blue,Tooth,5
Tooth,Byplanes,8
Byplanes,Call,7
Call,Duty:,5
Duty:,Finest,6
Finest,Hour,6
Hour,Hitman:,6
Hitman:,Contracts,7
New,EU,3
EU,European,7
European,Union,6
Union,EU,5
EU,Brussels,8
Brussels,Monday,8
Monday,Polish,5
Polish,Critics,6
Critics,EU,7
EU,Reuters,7
Reuters,December,6
December,Poland,8
Poland,Directive,9
Directive,Patentability,10
Patentability,Computer-Implemented,16
Computer-Implemented,Inventions,18
Inventions,Poland,9
Poland,EU,6
EU,EU,0
EU,Europe,5
Europe,US,6
US,US,0
US,US-based,6
US-based,Amazoncom,9
Amazoncom,Critics,8
Critics,Europe,7
DVDs,First,4
First,DVD,5
DVD,Hollywood,9
Hollywood,High-definition,13
High-definition,DVD,15
DVD,DVDs,1
DVDs,Rick,4
Rick,Dean,4
Dean,THX,4
THX,Star,4
Star,Wars,3
Wars,DVD,4
DVD,Finding,7
Finding,Nemo,7
Nemo,Incredibles,10
Incredibles,Indiana,7
Indiana,Jones,7
Jones,BBC,5
BBC,News,4
News,DVD,4
DVD,DVD,0
DVD,High-definition,15
High-definition,DVDs,15
DVDs,DVDs,0
DVDs,DVD,1
DVD,DVDs,1
DVDs,Mr,4
Mr,Dean,4
Dean,HD,4
HD,High-definition,14
High-definition,DVDs,15
DVDs,Equally,7
Equally,Hollywood,8
Hollywood,DVD,9
DVD,Mr,3
Mr,Dean,4
Dean,DVDs,3
DVDs,Studios,6
Studios,DVDs,6
DVDs,Currently,9
Currently,DVD,9
DVD,Mr,3
Mr,Dean,4
Dean,Although,8
Although,Mr,8
Mr,Dean,4
Dean,One,4
One,DVD,3
DVD,Star,4
Star,Wars,3
Wars,Mr,3
Mr,Dean,4
Dean,DVD,3
DVD,Mr,3
Mr,Dean,4
Dean,High-definition,13
High-definition,DVD,15
DVD,HD,2
HD,Star,4
Star,Wars,3
Wars,Episode,6
Episode,I,7
I,HD,2
HD,Episode,7
Episode,I,7
I,Mr,2
Mr,Dean,4
Dean,Star,3
Star,Wars,3
Wars,Death,4
Death,Star],4
Star],IP,5
IP,DVD-like,8
DVD-like,Mr,8
Mr,Dean,4
Yahoo,Internet,8
Internet,Yahoo,8
Yahoo,PCs,5
PCs,Microsoft,8
Microsoft,Google,8
Google,Ask,6
Ask,Jeeves,6
Jeeves,Search,5
Search,US-based,6
US-based,X1,8
X1,Technologies,12
Technologies,Microsofts,8
Microsofts,Outlook,8
Outlook,Outlook,0
Outlook,Express,7
Express,Searching,8
Searching,According,6
According,Radicati,9
Radicati,Group,8
Group,Yahoos,5
Yahoos,Users,5
Users,Yahoo,5
Yahoo,Julian,6
Julian,Smith,5
Smith,Jupiter,5
Jupiter,Search,7
Search,Alexander,7
Alexander,Linden,6
Linden,Gartnerdownloaded,14
Gartnerdownloaded,Google,13
Google,Im,6
Hollywood,US,9
US,Motion,6
Motion,Picture,6
Picture,Association,9
Association,America,9
America,BitTorrent,9
BitTorrent,US,10
US,UK,1
UK,MPAA,4
MPAA,BitTorrent,10
BitTorrent,DirectConnect,8
DirectConnect,United,11
United,States,4
States,United,4
United,Kingdom,6
Kingdom,France,7
France,Finland,5
Finland,Netherlands,7
Netherlands,MPAA,11
MPAA,BitTorrent,10
BitTorrent,Unlike,9
Unlike,BitTorrent,9
BitTorrent,BitTorrent,0
BitTorrent,Last,9
Hollywood,Movie,8
Movie,Suprnovaorg,9
Suprnovaorg,BitTorrent,10
BitTorrent,June,9
June,BitTorrent,9
BitTorrent,Suprnovaorg,10
Suprnovaorg,Sunday,7
Sunday,Suprnova,5
Suprnova,Motion,7
Motion,Picture,6
Picture,Association,9
Association,America,9
America,BitTorrent,9
BitTorrent,BitTorrent,0
BitTorrent,MPAA,10
MPAA,BitTorrents,11
BitTorrents,MPAA,11
MPAA,BitTorrent,10
BitTorrent,Phoenix,8
Phoenix,Torrents,6
Torrents,BitTorrent,4
BitTorrent,Last,9
Last,Finnish,6
Finnish,BitTorrent,9
Dublin,Dublins,1
Dublins,Media,6
Media,Labs,5
Labs,Europe,6
Europe,Irish,5
Irish,Massachusetts,11
Massachusetts,Institute,10
Institute,Technology,10
Technology,Since,9
Since,Media,5
Media,Labs,5
Labs,Europe,6
Europe,Irish,5
Irish,Government,9
Government,US-based,9
US-based,Massachusetts,10
Massachusetts,Institute,10
Institute,Technology,10
Technology,Prime,10
Prime,Minister,6
Minister,Bertie,7
Bertie,Ahern,5
Ahern,Labs,5
Labs,Labs,0
Labs,Simon,5
Simon,Jones,5
Jones,Labs,4
Labs,Ian,3
Ian,Pearson,5
Pearson,BTs,6
BTs,BBC,2
BBC,News,4
News,BT,4
BT,Labs,4
Labs,RFID,4
RFID,Noel,4
Noel,Dempsey,6
Dempsey,Mr,7
Mr,Ahern,4
Ahern,Labs,5
Labs,Many,3
Many,Several,7
Several,Human,6
Human,Connectedness,12
Connectedness,One,11
One,Labs,4
Labs,Guinness,7
Guinness,Labs,7
Labs,February,7
February,According,8
According,Media,7
Media,Lab,5
Lab,Europe,6
Europe,US$106,6
Gadget,Las,5
Las,Vegas,3
Vegas,Kirsten,7
Kirsten,Pfeifer,6
Pfeifer,Consumer,6
Consumer,Electronics,11
Electronics,Association,10
Association,BBC,11
BBC,News,4
News,Consumer,7
Consumer,Electronics,11
Electronics,Show,10
Show,HDTVs,5
HDTVs,TVs],3
TVs],Despite,6
Despite,CES,7
CES,CES,0
CES,CEA,1
CEA,Part,4
Part,X-ers,4
X-ers,CEA,5
CEA,Hybrid,6
Hybrid,Stephen,7
Stephen,Baker,6
Baker,NPD,5
NPD,Group,5
Group,MP3,5
MP3,TVs,3
TVs,Microsoft,8
Microsoft,Bill,8
Bill,Gates,5
Gates,Despite,6
Despite,Mr,7
Mr,Gates,5
Gates,US,5
US,TV,2
TV,Xbox,4
Xbox,Another,6
Another,Sonys,6
Sonys,PSP,5
PSP,Sony,4
Sony,March,5
March,US,5
US,Europe,6
Europe,Japan,6
Japan,Christmas,8
Christmas,PSPs,8
PSPs,Sony,4
Sony,BBC,4
BBC,News,4
News,Sony,4
Sony,Elsewhere,9
Elsewhere,Samsungs,9
Samsungs,Industry,8
Industry,DVDs,7
DVDs,DVDs,0
DVDs,Seagates,7
Seagates,CES,8
CES,Las,3
Las,Vegas,3
Vegas,January,6
Microsoft,Microsoft,0
Microsoft,PCs,8
PCs,Microsoft,8
Microsoft,Also,7
Also,Although,5
Although,Microsoft,8
Microsoft,Microsofts,1
Microsofts,Windows,7
Windows,Latest,7
Latest,Spyware,7
Spyware,Surveys,6
Surveys,PCs,6
PCs,Research,7
Research,Earthlink,9
Earthlink,Webroot,9
Webroot,Windows,5
Windows,Microsoft,7
Microsoft,PC,9
PC,Symantec,8
Symantec,McAfee,7
McAfee,Trend,6
Trend,Micro,5
Micro,Ad-Aware,7
Ad-Aware,Spybot,8
Spybot,Microsofts,8
Microsofts,Romanian,10
Romanian,GeCAD,8
GeCAD,Software,8
Software,December,8
December,New,7
New,York-based,9
York-based,Giant,9
Giant,Company,5
Company,Software,6
Software,Last,7
Last,Microsoft,7
Microsoft,SP2,9
SP2,Windows,7
Windows,XP,7
Peer-to-peer,Peer-to-peer,0
Peer-to-peer,P2P,11
P2P,P2P,0
P2P,Consumer,8
Consumer,Electronics,11
Electronics,Show,10
Show,Las,4
Las,Vegas,3
Vegas,January,6
January,P2P,7
P2P,US,3
US,January,7
January,William,7
William,Trowbridge,9
Trowbridge,Michael,10
Michael,Chicoine,6
Chicoine,Since,6
Since,Napster,6
Napster,P2P,7
P2P,P2P,0
P2P,P2P,0
P2P,Travis,6
Travis,Kalanick,6
Kalanick,P2P,8
P2P,Red,3
Red,Swoosh,6
Swoosh,But,6
But,P2P,3
P2P,Michael,7
Michael,Weiss,7
Weiss,StreamCast,8
StreamCast,Networks,9
Networks,Remembering,9
Remembering,VCRs,11
VCRs,Mr,4
Mr,Weiss,5
Weiss,VCR,5
VCR,August,6
August,San,6
San,Francisco-based,13
Francisco-based,US,15
US,Court,5
Court,Appeals,7
Appeals,Grokster,8
Grokster,StreamCast,9
StreamCast,Sony,9
Sony,VCR,4
VCR,P2P,3
P2P,Instead,7
Instead,P2P,7
P2P,P2P,0
P2P,BBC,3
BBC,P2P,3
P2P,Legal,5
Legal,Apple,5
Apple,Napster,5
Napster,Sales,5
Sales,US,5
US,Europe,6
Europe,IFPI,6
IFPI,P2P,3
P2P,P2P,0
P2P,Paid-for-pass-along,18
Paid-for-pass-along,DRM,19
DRM,P2P,3
P2P,Marc,4
Marc,Morgenstern,9
Morgenstern,Overpeer,8
Overpeer,Mr,7
Mr,Morgenstern,9
Morgenstern,P2P,11
P2P,Unsigned,8
Unsigned,P2P,8
P2P,P2P,0
P2P,Derek,5
Derek,Broes,4
Broes,Microsoft,7
Microsoft,P2P,9
P2P,Looking,7
Looking,P2Ps,7
P2Ps,P2P,1
P2P,Mr,3
Mr,Broes,4
Speak,Music,5
Music,US,5
US,ScanSoft,7
ScanSoft,Gracenote,7
Gracenote,Huge,8
Huge,Ross,4
Ross,Blanchard,9
Blanchard,Gracenote,8
Gracenote,Gracenote,0
Gracenote,Apples,8
Apples,Users,5
Users,Alan,5
Alan,Schwartz,7
Schwartz,SpeechWorks,7
SpeechWorks,ScanSoft,9
ScanSoft,Gracenotes,8
Gracenotes,English,9
English,Users,6
Users,Portable,8
Portable,Apple,6
Apple,Elvis,5
Elvis,Presley,7
Video,Deaf,5
Deaf,British,7
British,Sign,6
Sign,Language,7
Language,Video,8
Video,Relay,5
Relay,Service,6
Service,Royal,7
Royal,National,5
National,Institute,7
Institute,Deaf,9
Deaf,People,5
People,RNID,6
RNID,Ofcom,5
Ofcom,BSL,5
BSL,BSL,0
BSL,Ive,3
Ive,Robert,5
Robert,Currington,9
Currington,BSL;,10
BSL;,English,7
English,English,0
English,RNID,7
RNID,UK,4
UK,RNID,4
RNID,Guido,5
Guido,Gybels,5
Gybels,US,6
US,Australia,9
Australia,Ofcom,9
Ofcom,Video,5
Video,Relay,5
Relay,Service,6
Service,Mr,6
Mr,Currington,9
Currington,UKs,10
UKs,BSL,3
BSL,BSL,0
Bond,GoldenEye,7
GoldenEye,James,8
James,Bond,5
Bond,N64,4
N64,Adopting,8
Adopting,GoldenEye,8
GoldenEye,Bond,7
Bond,MI6,4
MI6,Auric,5
Auric,Goldfinger,9
Goldfinger,Tina,8
Tina,Turners,5
Turners,X-ray,6
X-ray,Rogue,5
Rogue,Agent,5
Agent,James,5
James,Bond,5
Bond,Recent,5
Recent,Bond,5
Bond,Nightfire,9
Nightfire,Everything,8
Everything,Nothing,5
Nothing,Bond,5
Bond,Quite,5
Quite,AI,5
AI,Admittedly,9
Admittedly,Halo,9
Halo,Half,1
Half,Life,4
Life,Sadly,5
Sadly,Shooting,7
Shooting,Dr,8
Dr,No,2
No,Goldfinger,9
Goldfinger,Oddjob,9
Oddjob,Russian,7
Russian,Xenia,5
Xenia,Onatopp,7
Onatopp,Bond,6
Bond,Diehard,6
Diehard,Bond,6
Bond,Given,5
Given,James,4
James,Bonds,4
Bonds,GoldenEye:,8
GoldenEye:,Rogue,8
Rogue,Agent,5
Web,Spanish,7
Spanish,Spin,4
Spin,US,4
US,Spanish-language,16
Spanish-language,Spanish-language,0
Spanish-language,Hip-hop,14
Hip-hop,Spanish-speaking,14
Spanish-speaking,US,16
US,Los,3
Los,Caballeros,8
Caballeros,Plan,9
Plan,G,4
G,Mexicos,7
Mexicos,Monterrey,8
Monterrey,Mexican,8
Mexican,Spanish-speaking,13
Spanish-speaking,Spanish,9
Spanish,Manuel,5
Manuel,Millan,5
Millan,San,4
San,Diego,5
Diego,California,9
California,Spanish,9
Spanish,Millan,7
Millan,Los,6
Los,Caballeros,8
Caballeros,Plan,9
Plan,G,4
G,Mainstream,10
Mainstream,So,10
So,Millan,6
Millan,Spanish,7
Spanish,English,4
English,Spanish,4
Spanish,DJs,6
DJs,Suddenly,8
Suddenly,Los,8
Los,Caballeros,8
Caballeros,Plan,9
Plan,G,4
G,Spanish,7
Spanish,Millan,7
Millan,Argentinas,9
Argentinas,Mustafa,8
Mustafa,Yoda,6
Yoda,Mustafa,6
Mustafa,Yoda,6
Yoda,Eminem,6
Eminem,Argentina,8
Argentina,Latin,6
Latin,American,6
American,Millan,6
Millan,Spanish-speaking,13
Spanish-speaking,Currently,15
Currently,Chilean,7
Chilean,Makisa,6
Makisa,Cuban,6
Cuban,Papo,5
Papo,Record,5
Record,Millan,6
Millan,Latinohiphopradiocom,18
Latinohiphopradiocom,Spanish,17
Spanish,Right,6
Right,Mexico,6
Mexico,Spain,5
Spain,Spain,0
Spain,Spanish-language,11
Spanish-language,Millan,12
Millan,Spain,5
